,0,1,2,3,4,5,6
0,{'aneurysm size (in milimeters):': 193.30400000000006},{'absolute distance in x coordinates': 9.2},{'absolute distance in y coordinates': 7.0},{'absolute distance in z coordinates': 9.6},{'Maximum number of connected voxels in x direction': 1287},{'Maximum number of connected voxels in y direction': 965},{'Maximum number of connected voxels in z direction': 897}
